UUID,ANONYMOUS_CUSTOMER_ID,APIINITIATED,TS,MODEL,COMPLETION_TOKENS,PROMPT_TOKEN,EMAIL
nvQ2qQW-66dFFu-9451775bed17cb43,,true,2025-05-25 02:05:58.673,virtuoso-large,3084,52067,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BaxD6K2Tas17eIDIdj2oo22L6LXIM,,true,2025-05-25 04:25:23.605,gpt-4.1,283,3554,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxGBKmWQlJhxjbW4Bv0bDUSoPuYs,,true,2025-05-25 04:28:35.234,gpt-4.1,372,3752,7e442692711c2f15b76135cb8cd7be58
chatcmpl-Bax6zAvDzobWNQFSk5k7dIwv0RFet,,true,2025-05-25 04:18:58.623,gpt-4.1,289,2319,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxLNllm0F0vJrBebn4wGQYriTvqW,,true,2025-05-25 04:33:59.916,gpt-4.1,490,41979,777e8ffbcca603ef947ec42c6bab21f3
nvQrDjQ-66dFFu-945259140a4abde9,,true,2025-05-25 04:40:33.164,virtuoso-large,5158,47837,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BauTbguJI8KOM5xPXLsejwD6FzrkC,,true,2025-05-25 01:30:07.731,gpt-4.1,261,3484,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauSuIvrPtmbmjRNIVlrA7tInAPjx,,true,2025-05-25 01:29:24.920,gpt-4.1,296,3598,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauY5cglfXdm7IlDiX32qCTXcJA53,,true,2025-05-25 01:34:45.939,gpt-4.1,256,3471,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauVtC2arM39hLnqlldwU0eP64Jtd,,true,2025-05-25 01:32:29.850,gpt-4.1,236,3378,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxCUPNKZhhRmarz1SrNQGTQ8eaqB,,true,2025-05-25 04:24:40.443,gpt-4.1,275,3481,7e442692711c2f15b76135cb8cd7be58
chatcmpl-Bax99XBY3Dyo1fzQMurq2YWmRip1M,,true,2025-05-25 04:21:12.960,gpt-4.1,266,3435,7e442692711c2f15b76135cb8cd7be58
chatcmpl-Bax9hNV76fFtrT9JOtRv6leImL1my,,true,2025-05-25 04:21:46.525,gpt-4.1,255,3425,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxCnjNCibHBkEC5lesA3QoZBzXb8,,true,2025-05-25 04:24:58.769,gpt-4.1,291,3547,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauTFlMmBrZQQbzdpnlPgKNSqU95k,,true,2025-05-25 01:29:47.425,gpt-4.1,284,3555,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauYAYRdvtaa34aDCqPsWsnbxVcz2,,true,2025-05-25 01:34:52.373,gpt-4.1,260,3430,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BavSgChWdOHln9rpdACBXb1uA52Ci,,true,2025-05-25 02:33:39.790,gpt-4.1,2611,91903,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BavAx3kKhU0ZzfDiv4tYnXKQleonp,,true,2025-05-25 02:15:19.068,gpt-4.1,1527,69718,777e8ffbcca603ef947ec42c6bab21f3
msg_019bELZfC9F3Ct87xjvmkqcF,,true,2025-05-25 02:15:46.282,claude-3-7-sonnet-latest,358,89708,777e8ffbcca603ef947ec42c6bab21f3
msg_01ER1hNJLpRnVHdATtvFNXut,,true,2025-05-25 03:32:01.158,claude-3-7-sonnet-latest,218,43853,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BauZHdwuzsfHcc53PvEH8IpZfF6ZR,,true,2025-05-25 01:36:01.606,gpt-4.1,311,3569,7e442692711c2f15b76135cb8cd7be58
msg_01X1aiM7Ph9USbzD7Nwo572n,,true,2025-05-25 01:51:51.448,claude-3-7-sonnet-latest,987,53179,777e8ffbcca603ef947ec42c6bab21f3
msg_01VSrrE1NcXBiEuWg6b7SsfG,,true,2025-05-25 02:27:38.662,claude-3-7-sonnet-latest,521,105489,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BavJRXgKup2ZaxWBWWoJjsP3esr2Y,,true,2025-05-25 02:24:28.064,gpt-4.1,2360,75694,777e8ffbcca603ef947ec42c6bab21f3
msg_01C8nYhLYhzyVE1Rsfm6m8iN,,true,2025-05-25 03:16:35.007,claude-3-7-sonnet-latest,146,12435,777e8ffbcca603ef947ec42c6bab21f3
nvQRF3G-66dFFu-9451e2190b9879f3,,true,2025-05-25 03:18:06.148,virtuoso-large,174,22184,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-Bau6daFnMTOnImrVoYAEkoCCrOrQD,,true,2025-05-25 01:06:37.704,gpt-4.1,745,6191,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxESaVMCxFWE3Z7yZSd6kZh2qrVf,,true,2025-05-25 04:26:42.155,gpt-4.1,306,3533,7e442692711c2f15b76135cb8cd7be58
msg_01UyYLH2X3yJmUfERcamZLgd,,true,2025-05-25 02:42:23.414,claude-3-7-sonnet-latest,465,81137,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BauiseBeeVLr5JwcUiJ21WD9ZQiIm,,true,2025-05-25 01:46:20.519,gpt-4.1,1041,36757,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BauUSgGGwveiQfUzJ3Jq84t9dhKZ0,,true,2025-05-25 01:31:00.605,gpt-4.1,241,3511,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxFPlSjmBi3TgHeQ9nVICUhgfHVa,,true,2025-05-25 04:27:42.797,gpt-4.1,299,3534,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauTRwhzPLdKgdrgKZVSo8wGUGuyP,,true,2025-05-25 01:29:59.016,gpt-4.1,261,3543,7e442692711c2f15b76135cb8cd7be58
msg_01HwsZnJcKKVK8T3QgiHhAia,,true,2025-05-25 03:13:14.900,claude-3-7-sonnet-latest,163,98294,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BaudCW3ZzLQdDjwCrNT1AOzaijIIu,,true,2025-05-25 01:40:05.924,gpt-4.1,378,4087,7e442692711c2f15b76135cb8cd7be58
msg_01Gk5zpDfke5mb7mS9yBAsE1,,true,2025-05-25 03:17:29.880,claude-3-7-sonnet-latest,68,20566,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-Bax9xQN75U0ryqdoGODlrfQ4tjokK,,true,2025-05-25 04:22:02.102,gpt-4.1,253,3350,7e442692711c2f15b76135cb8cd7be58
chatcmpl-Bax94y0mIC5bw0aPl7o85e52FxZJ3,,true,2025-05-25 04:21:07.103,gpt-4.1,267,3480,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxEFzk6Nkb071GSW1IvjoTS28Umt,,true,2025-05-25 04:26:29.942,gpt-4.1,294,3601,7e442692711c2f15b76135cb8cd7be58
chatcmpl-Bax7ZrXU611QdOjWtHVr1UxJzn8o0,,true,2025-05-25 04:19:39.296,gpt-4.1,274,3492,7e442692711c2f15b76135cb8cd7be58
msg_01ReSTMcvBXGaqdYvxGhhRTR,,true,2025-05-25 02:17:01.041,claude-3-7-sonnet-latest,490,92514,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BauZV8rgsx58UH0MbvcCS0yfwh0uG,,true,2025-05-25 01:36:15.544,gpt-4.1,290,3610,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxBwvwhjjVeHo8Jllcx5Ub99Ic1L,,true,2025-05-25 04:24:04.544,gpt-4.1,264,3473,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxHHHbR1bj7ojC4Yf7R8bjEGQiLp,,true,2025-05-25 04:29:39.679,gpt-4.1,346,3833,7e442692711c2f15b76135cb8cd7be58
chatcmpl-Bau0wSNsTnjjHmyPhxTtjNGWAa7p9,,true,2025-05-25 01:02:17.563,gpt-4.1,3534,16100,7e442692711c2f15b76135cb8cd7be58
msg_01PSdP9fVtRAfscX68tExqBY,,true,2025-05-25 02:24:56.027,claude-3-7-sonnet-latest,93,98326,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BauYXS1sVaROIEvcSoxpnbfBmVj8j,,true,2025-05-25 01:35:17.106,gpt-4.1,276,3414,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxB4zsuIxAYfGnON95fxCs5QHdj0,,true,2025-05-25 04:23:11.835,gpt-4.1,243,3360,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxEt8mUUQyUMFnc7Wx6n4XLzF2lt,,true,2025-05-25 04:27:09.797,gpt-4.1,276,3533,7e442692711c2f15b76135cb8cd7be58
msg_018wjc188Cbgq5QDxPoKLX9V,,true,2025-05-25 01:23:36.352,claude-3-7-sonnet-latest,134,17203,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-Bax7wpwZA9j8POkxtrLWnWzUO3llm,,true,2025-05-25 04:20:05.394,gpt-4.1,260,3407,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauWd0m2vHwf4SOdhrKTfwW2uNrIg,,true,2025-05-25 01:33:17.809,gpt-4.1,268,3488,7e442692711c2f15b76135cb8cd7be58
chatcmpl-Bavgufpw16ASBbCclM0ymhcy5ySVF,,true,2025-05-25 02:48:31.224,gpt-4.1,545,70447,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BauZy6Uwvx1gqaF86UCaDHFKJrfWv,,true,2025-05-25 01:36:44.370,gpt-4.1,289,3593,7e442692711c2f15b76135cb8cd7be58
msg_01CMDxuAsxvVHy1CFQXdNJ63,,true,2025-05-25 02:36:34.492,claude-3-7-sonnet-latest,506,79446,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BauYk6MzDB0lvyrIB75l3KlEwnyWz,,true,2025-05-25 01:35:34.951,gpt-4.1,266,3479,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxDIvzMlmUgy0I0RFVtIUqLPqJdD,,true,2025-05-25 04:25:29.130,gpt-4.1,273,3495,7e442692711c2f15b76135cb8cd7be58
msg_011xvkHKNPtu42hD5X6WzYTP,,true,2025-05-25 02:03:44.251,claude-3-7-sonnet-latest,353,59551,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-Bauckw7X4LacQrwFatD3K85B2bClh,,true,2025-05-25 01:39:39.168,gpt-4.1,377,4141,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauUXi9Iec49e5sjVu9Cez6WXjJBX,,true,2025-05-25 01:31:04.912,gpt-4.1,253,3485,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxH9nMlgG7D40VTl6p3gUlj5bYxr,,true,2025-05-25 04:29:30.772,gpt-4.1,350,3851,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxAjSeRF6MBJQQs7iy28LrtaBNZn,,true,2025-05-25 04:22:50.117,gpt-4.1,244,3294,7e442692711c2f15b76135cb8cd7be58
chatcmpl-Bau4FAVjiZUWFFtzEGDKvteJWPQsc,,true,2025-05-25 01:04:12.091,gpt-4.1,711,5967,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauVCJunTyWWmyZA3XlWXM5lMRFgS,,true,2025-05-25 01:31:46.629,gpt-4.1,260,3480,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxCawywZ0uAJSuHfCQh4SvCsCxWX,,true,2025-05-25 04:24:45.735,gpt-4.1,307,3487,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BavRdYPYy9OdLItx1qylOaldbqz2E,,true,2025-05-25 02:32:48.272,gpt-4.1,2787,86717,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BauWpn72QER0G841QB1uWXoGTGCl1,,true,2025-05-25 01:33:28.640,gpt-4.1,299,3531,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauaYSugECekCuBBBKAK9jIgr1P3d,,true,2025-05-25 01:37:22.160,gpt-4.1,289,3551,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauVYiAMHSVImdU2glZyomOQDPEjH,,true,2025-05-25 01:32:13.395,gpt-4.1,256,3435,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxDorLgXO69XFfhWC7nsmHfccIOF,,true,2025-05-25 04:26:05.261,gpt-4.1,294,3638,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauRztSwUn3udSo402doj5NBWMJbz,,true,2025-05-25 01:28:56.705,gpt-4.1,2174,3010,7e442692711c2f15b76135cb8cd7be58
chatcmpl-Bax8smg6hEEJUdxUP5zZ6rLDRe06E,,true,2025-05-25 04:20:56.388,gpt-4.1,269,3503,7e442692711c2f15b76135cb8cd7be58
msg_017oXyohfoeiSu3vJA4nn7eP,,true,2025-05-25 04:46:27.108,claude-3-7-sonnet-latest,256,73562,777e8ffbcca603ef947ec42c6bab21f3
nvQRUZs-66dFFu-9451e335cf06cf62,,true,2025-05-25 03:18:57.978,virtuoso-large,623,22634,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BaxAzBmLDo8tuVExHbrhDTfZDV92z,,true,2025-05-25 04:23:06.241,gpt-4.1,263,3354,7e442692711c2f15b76135cb8cd7be58
chatcmpl-Bau3trvsSGNya6HxOWJmi8v4A6qRv,,true,2025-05-25 01:03:39.762,gpt-4.1,694,5936,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauctWpFZKOzV9iWJclWBj5YqW6Md,,true,2025-05-25 01:39:49.818,gpt-4.1,382,4111,7e442692711c2f15b76135cb8cd7be58
msg_014WP4TjE4MHXpMHgoCKQviP,,true,2025-05-25 02:26:45.838,claude-3-7-sonnet-latest,524,100420,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-Bax8RwEpfbK1iGGpxKiDGSVH3MTtY,,true,2025-05-25 04:20:28.628,gpt-4.1,277,3428,7e442692711c2f15b76135cb8cd7be58
chatcmpl-Baw9cuzAugGCnxkG2R6fbalFEhcRr,,true,2025-05-25 03:17:59.560,gpt-4.1,1476,18739,777e8ffbcca603ef947ec42c6bab21f3
msg_01Hvh8YeGfaQPcqsLedCiNbL,,true,2025-05-25 04:41:05.456,claude-3-7-sonnet-latest,421,60923,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BaxI4SvBJQ8Aj7xhmU3n1an9QnBnh,,true,2025-05-25 04:30:27.786,gpt-4.1,383,4020,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauX1AAIu7MT8kaU58huY8rg50SAn,,true,2025-05-25 01:33:40.121,gpt-4.1,266,3591,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauTkajQXagNHvVKRXAD5BQnQJCrG,,true,2025-05-25 01:30:25.817,gpt-4.1,281,3428,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauU7u2wHR5ORBRGmyLTWocm0OyEQ,,true,2025-05-25 01:30:40.045,gpt-4.1,271,3415,7e442692711c2f15b76135cb8cd7be58
msg_01H8pNpdVVsmho78h4Sh2PRn,,true,2025-05-25 03:17:09.113,claude-3-7-sonnet-latest,80,19489,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BaxF0tdS5sYue74CY4r2jjSqqT98T,,true,2025-05-25 04:27:20.956,gpt-4.1,291,3521,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxBm5sRO4zGOo9Prib09WvWLnbC8,,true,2025-05-25 04:23:54.712,gpt-4.1,272,3469,7e442692711c2f15b76135cb8cd7be58
chatcmpl-Bax8A974hOzdXE1VBSuRN8LsfPZRN,,true,2025-05-25 04:20:11.508,gpt-4.1,245,3379,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauUC2bI30hxR0cZxc9VcEFD2PgQG,,true,2025-05-25 01:30:44.243,gpt-4.1,268,3449,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxBrGPkoLThE30zg7w1uZofkNdeW,,true,2025-05-25 04:23:59.539,gpt-4.1,272,3513,7e442692711c2f15b76135cb8cd7be58
nvQT5vv-66dFFu-9451eae069cbcf56,,true,2025-05-25 03:24:11.703,virtuoso-large,578,25099,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BavfwsA1cXS2GUijPtcBAmFe059bS,,true,2025-05-25 02:47:14.925,gpt-4.1,686,67936,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-Bax9NB8CFXxEmZXrue4EaxC5saxaL,,true,2025-05-25 04:21:28.166,gpt-4.1,258,3474,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauVhLrwutyuQtOupXnDTpe8RxBhX,,true,2025-05-25 01:32:19.647,gpt-4.1,247,3417,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauV5qyCt816BSMH3XYk4BlLf1Brx,,true,2025-05-25 01:31:41.557,gpt-4.1,280,3448,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauWvIZiOBteYhT7cH0lrfLhZ7LVo,,true,2025-05-25 01:33:34.419,gpt-4.1,306,3592,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BavlJEUXgzXaN4RJZPrVXKaYtd57K,,true,2025-05-25 02:53:40.435,gpt-4.1,3562,74747,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BauaKPRE8xPunl72KsmiPauw42xtK,,true,2025-05-25 01:37:07.089,gpt-4.1,300,3543,7e442692711c2f15b76135cb8cd7be58
msg_016UAvQ2XVSEceGzTEEBeT51,,true,2025-05-25 01:46:44.815,claude-3-7-sonnet-latest,772,47436,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BauUbsfhyS8QmfMegLmGgJrOkIWPo,,true,2025-05-25 01:31:10.010,gpt-4.1,243,3473,7e442692711c2f15b76135cb8cd7be58
nvQ3ijh-66dFFu-94517b936f3ecb43,,true,2025-05-25 02:08:10.134,virtuoso-large,135,63993,777e8ffbcca603ef947ec42c6bab21f3
msg_01BKTLcUexPiVqSGAmU5a9Xb,,true,2025-05-25 02:34:52.435,claude-3-7-sonnet-latest,3519,118571,777e8ffbcca603ef947ec42c6bab21f3
msg_011B9pDU3UEhhRcfZUUt3aLz,,true,2025-05-25 02:10:36.167,claude-3-7-sonnet-latest,82,80694,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BaxCgVYrdLHfuHX7dC6zw1a3SAoRk,,true,2025-05-25 04:24:53.399,gpt-4.1,298,3547,7e442692711c2f15b76135cb8cd7be58
msg_01KQvBs3ok893dJDFSdg29LG,,true,2025-05-25 02:16:09.793,claude-3-7-sonnet-latest,201,91110,777e8ffbcca603ef947ec42c6bab21f3
msg_01WBzsiPLRNRoKhDDbPStk12,,true,2025-05-25 01:23:30.291,claude-3-7-sonnet-latest,153,16721,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BauYGjkwMm3mbsxgwpyrC3dasSiMr,,true,2025-05-25 01:34:57.680,gpt-4.1,263,3402,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauXOubv5We3SXgkkE8yA9cpcJt8a,,true,2025-05-25 01:34:05.062,gpt-4.1,288,3582,7e442692711c2f15b76135cb8cd7be58
chatcmpl-Bax5ueKritQqxaUr85DuFbEIculcO,,true,2025-05-25 04:18:28.141,gpt-4.1,2020,6576,7e442692711c2f15b76135cb8cd7be58
msg_01B53wNtPXWvKZwdceUdTkMg,,true,2025-05-25 02:10:52.239,claude-3-7-sonnet-latest,87,81814,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BauWXQ1SQUfwPNU4ujAvJP6p6cs3u,,true,2025-05-25 01:33:11.273,gpt-4.1,268,3426,7e442692711c2f15b76135cb8cd7be58
chatcmpl-Bau6QEKtph7TME3zmvGT998H0JlEJ,,true,2025-05-25 01:06:18.954,gpt-4.1,705,6174,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauScLFJ1BMSQ7itHEHdn1mApG4dw,,true,2025-05-25 01:29:07.005,gpt-4.1,278,1067,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauW3xi5UA099vSxxb8Oa0cSOzKQa,,true,2025-05-25 01:32:41.089,gpt-4.1,249,3319,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxGapOiixIEPGiqf2jasekB1oyRv,,true,2025-05-25 04:28:53.907,gpt-4.1,358,3918,7e442692711c2f15b76135cb8cd7be58
nvPpWTq-66dFFu-94513ca49e7b2a9c,,true,2025-05-25 01:25:11.540,virtuoso-large,337,22757,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BauXVvShOoc1muz79FUGCGQegZhXW,,true,2025-05-25 01:34:11.246,gpt-4.1,288,3539,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxA2vkQp9SCaVtwPb2NOlefXhTmU,,true,2025-05-25 04:22:08.760,gpt-4.1,242,3348,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauXo4WuvmbHusN7OmWVCskdWoaog,,true,2025-05-25 01:34:37.288,gpt-4.1,685,32657,777e8ffbcca603ef947ec42c6bab21f3
msg_01LMeyrVpHAavE3LEvHQbeiv,,true,2025-05-25 01:31:27.675,claude-3-7-sonnet-latest,118,30051,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BaxICpsZ4oDmG57ECPe9K15DPqqUA,,true,2025-05-25 04:30:35.359,gpt-4.1,438,4055,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxBRXmKM0hJ4gLb3jvi8sAmUfCSh,,true,2025-05-25 04:23:34.300,gpt-4.1,269,3318,7e442692711c2f15b76135cb8cd7be58
msg_01X9p5kPrhH7ehweFjKDpQq5,,true,2025-05-25 02:06:11.998,claude-3-7-sonnet-latest,108,70550,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BaxBh6uvwWXBGZWfWBcu4b3fvXzbP,,true,2025-05-25 04:23:50.297,gpt-4.1,266,3427,7e442692711c2f15b76135cb8cd7be58
msg_018RsjHF34ECYxLtG5B8o3zK,,true,2025-05-25 03:26:19.404,claude-3-7-sonnet-latest,3734,32448,777e8ffbcca603ef947ec42c6bab21f3
nvQ227U-66dFFu-9451737a0f47122e,,true,2025-05-25 02:02:46.157,virtuoso-large,778,48851,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BaxCtfK5cN0PkIlb5y4hQLpcY69Jg,,true,2025-05-25 04:25:05.101,gpt-4.1,276,3553,7e442692711c2f15b76135cb8cd7be58
msg_01XUULmWcDos5NCkyDsdeYTA,,true,2025-05-25 03:17:18.458,claude-3-7-sonnet-latest,64,19899,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BauiYCH2aPLu3neWsLaxAX2tGYieh,,true,2025-05-25 01:45:41.631,gpt-4.1,763,35731,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BaxHg2GbJesc4SUSYomz0Npo0Jrx0,,true,2025-05-25 04:30:04.631,gpt-4.1,415,3875,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxGtX88dT6002XfYfrx1ay5j1exB,,true,2025-05-25 04:29:14.076,gpt-4.1,368,3905,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauUyHb7jN2XbjbfhSQMtaqRUWh3y,,true,2025-05-25 01:31:35.445,gpt-4.1,253,3450,7e442692711c2f15b76135cb8cd7be58
nvQSGqG-66dFFu-9451e7027e30cb43,,true,2025-05-25 03:21:31.506,virtuoso-large,454,24359,777e8ffbcca603ef947ec42c6bab21f3
nvPrE8r-66dFFu-945144d42fc4f41a,,true,2025-05-25 01:30:43.800,virtuoso-large,112,23369,777e8ffbcca603ef947ec42c6bab21f3
nvQVT5r-66dFFu-9451f6242a181528,,true,2025-05-25 03:31:47.031,virtuoso-large,85,37005,777e8ffbcca603ef947ec42c6bab21f3
nvPx4Dc-66dFFu-945160985d9664c2,,true,2025-05-25 01:49:44.123,virtuoso-large,203,42603,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BaxE4E5M2eg5wCHFALzFOrXxEhakE,,true,2025-05-25 04:26:22.316,gpt-4.1,297,3603,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauXIYpLGvnPa4b42xHlJECRVh2ca,,true,2025-05-25 01:33:57.456,gpt-4.1,270,3616,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauYx2gc8wjWxNIOhqUVEuuHKqDuv,,true,2025-05-25 01:35:41.415,gpt-4.1,265,3507,7e442692711c2f15b76135cb8cd7be58
chatcmpl-Baudp5IVdaa97iHRp05kpgWO7qiK1,,true,2025-05-25 01:40:44.752,gpt-4.1,381,3855,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxGOgPfk8II3gr6VIsALpwfh51fA,,true,2025-05-25 04:28:47.477,gpt-4.1,359,3838,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BavMf0rbTVHxsTHD3FXV6GINuJC92,,true,2025-05-25 02:27:03.818,gpt-4.1,438,83924,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-Bau5Ay9cO3RFbL5q9ML3QHABIO8U9,,true,2025-05-25 01:05:04.749,gpt-4.1,742,5991,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxBF7cVLsjma6ZXC18rbkoD7xBeM,,true,2025-05-25 04:23:21.076,gpt-4.1,239,3368,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauZ3k99WQpLmxPTw0pOJt56Iqzpi,,true,2025-05-25 01:35:48.878,gpt-4.1,279,3538,7e442692711c2f15b76135cb8cd7be58
chatcmpl-Bax8XhC2WeLx2AN4jtfI3Iy8CpN0j,,true,2025-05-25 04:20:37.439,gpt-4.1,272,3452,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BawKeym1os0pjKTNmGnBoTTnIlYRS,,true,2025-05-25 03:28:58.950,gpt-4.1,95,33027,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BaucXsasqgMVts2pBEQ4O16hcnWY7,,true,2025-05-25 01:39:29.443,gpt-4.1,416,4086,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaudTvEcTSNpiBkPbZnbE189d9wXe,,true,2025-05-25 01:40:23.040,gpt-4.1,344,4031,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauXbUunzwPoMgDcePJjvVAe8l3lb,,true,2025-05-25 01:34:17.562,gpt-4.1,266,3538,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaxAJmbQuNNmUWpg9ZrIrVn7hEBKV,,true,2025-05-25 04:22:30.921,gpt-4.1,243,3275,7e442692711c2f15b76135cb8cd7be58
chatcmpl-Baua4Z9k8yACL0Nec45HcUVNWPnKU,,true,2025-05-25 01:36:59.472,gpt-4.1,288,3568,7e442692711c2f15b76135cb8cd7be58
msg_01Vu75L4DvHyoDPHwqzLVVZt,,true,2025-05-25 02:06:39.415,claude-3-7-sonnet-latest,574,73219,777e8ffbcca603ef947ec42c6bab21f3
msg_01C5JcyrQyuG9oW8kD5w2NB4,,true,2025-05-25 02:03:23.962,claude-3-7-sonnet-latest,1565,57667,777e8ffbcca603ef947ec42c6bab21f3
msg_012joE8zX2fmcm6ZNsaa5K4o,,true,2025-05-25 02:08:25.804,claude-3-7-sonnet-latest,294,76016,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BaxBANeHBCg3OiRo2VLreJdjFEKQ0,,true,2025-05-25 04:23:17.120,gpt-4.1,257,3352,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BaubAazi1tfB3xss6633pbiotmMD5,,true,2025-05-25 01:37:59.694,gpt-4.1,288,3496,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BauW902kK6ojdXlKKp8mRuFA8f37Y,,true,2025-05-25 01:32:49.787,gpt-4.1,247,3336,7e442692711c2f15b76135cb8cd7be58
chatcmpl-Bau44Zn5QIRwC4u1SSV3AAtVfdw8A,,true,2025-05-25 01:03:51.175,gpt-4.1,664,5946,7e442692711c2f15b76135cb8cd7be58
